坑口(北) (將軍澳醫院) (TK950)	坑口(北) (将军澳医院) (TK950)
麗晶花園18座 (KT484)	丽晶花园18座 (KT484)
麗晶花園第8座 (KT120)	丽晶花园第8座 (KT120)
黃棣珊紀念中學 (SS107)	黄棣珊纪念中学 (SS107)
黃棣珊紀念中學 (SS588)	黄棣珊纪念中学 (SS588)
黃泥頭巴士總站 (ST890)	黄泥头巴士总站 (ST890)
黃泥頭巴士總站 (ST891)	黄泥头巴士总站 (ST891)
黃泥頭巴士總站 (ST892)	黄泥头巴士总站 (ST892)
黃泥頭巴士總站 (ST893)	黄泥头巴士总站 (ST893)
黃泥頭巴士總站 (ST894)	黄泥头巴士总站 (ST894)
黃泥頭巴士總站 (ST895)	黄泥头巴士总站 (ST895)
七海商業中心 (ED342)	七海商业中心 (ED342)
三家村避風塘 (LT396)	三家村避风塘 (LT396)
三門仔漁安街 (TP690)	三门仔渔安街 (TP690)
三門仔漁安街 (TP713)	三门仔渔安街 (TP713)
上水官立中學 (ND125)	上水官立中学 (ND125)
上水宣道小學 (ND296)	上水宣道小学 (ND296)
上秀茂坪總站 (KT970)	上秀茂坪总站 (KT970)
上秀茂坪總站 (KT971)	上秀茂坪总站 (KT971)
下灣漁民新村 (YL446)	下湾渔民新村 (YL446)
下灣漁民新村 (YL531)	下湾渔民新村 (YL531)
中區政府碼頭 (CW125)	中区政府码头 (CW125)
中環三號碼頭 (CW126)	中环三号码头 (CW126)
中環五號碼頭 (CW127)	中环五号码头 (CW127)
中環渡輪碼頭 (CW910)	中环渡轮码头 (CW910)
中秀茂坪總站 (KT976)	中秀茂坪总站 (KT976)
中秀茂坪總站 (KT977)	中秀茂坪总站 (KT977)
中華煤氣公司 (KC270)	中华煤气公司 (KC270)
中華煤氣公司 (KC271)	中华煤气公司 (KC271)
九龍城碼頭巴士總站(落客站)	九龙城码头巴士总站(落客站)
九龍城轉車站- 富豪東方酒店	九龙城转车站- 富豪东方酒店
九龍塘聯合道 (KC660)	九龙塘联合道 (KC660)
九龍塘聯合道 (KC661)	九龙塘联合道 (KC661)
九龍寨城公園 (WT115)	九龙寨城公园 (WT115)
九龍寨城公園 (WT575)	九龙寨城公园 (WT575)
九龍工業學校 (SS481)	九龙工业学校 (SS481)
九龍灣宏通街 (KT101)	九龙湾宏通街 (KT101)
九龍灣常悅道 (KT475)	九龙湾常悦道 (KT475)
九龍灣常悅道 (KT476)	九龙湾常悦道 (KT476)
九龍灣常悅道 (KT477)	九龙湾常悦道 (KT477)
九龍灣常悅道 (KT478)	九龙湾常悦道 (KT478)
九龍灣消防局 (KT115)	九龙湾消防局 (KT115)
九龍灣臨華街 (KT123)	九龙湾临华街 (KT123)
九龍灣臨華街 (KT479)	九龙湾临华街 (KT479)
九龍灣臨華街 (KT480)	九龙湾临华街 (KT480)
九龍灣臨華街 (KT481)	九龙湾临华街 (KT481)
九龍灣運動場 (KT122)	九龙湾运动场 (KT122)
九龍灣運動場 (KT482)	九龙湾运动场 (KT482)
九龍灣運動場 (KT483)	九龙湾运动场 (KT483)
九龍維景酒店 (KC333)	九龙维景酒店 (KC333)
九龍維景酒店 (KC334)	九龙维景酒店 (KC334)
亞洲空運中心 (CL240)	亚洲空运中心 (CL240)
亞皆老街中電 (KC376)	亚皆老街中电 (KC376)
亞皆老街中電 (KC377)	亚皆老街中电 (KC377)
亞皆老街中電 (KC378)	亚皆老街中电 (KC378)
亞皆老街球場 (KC204)	亚皆老街球场 (KC204)
亞皆老街球場 (KC205)	亚皆老街球场 (KC205)
亞皆老街球場 (KC206)	亚皆老街球场 (KC206)
亞皆老街球場 (KC385)	亚皆老街球场 (KC385)
亞皆老街球場 (KC605)	亚皆老街球场 (KC605)
亞皆老街球場 (KC606)	亚皆老街球场 (KC606)
伊利沙伯中學舊生會湯國華中學	伊利沙伯中学旧生会汤国华中学
伊利沙伯醫院 (YT340)	伊利沙伯医院 (YT340)
伊利沙伯醫院 (YT661)	伊利沙伯医院 (YT661)
伊利莎伯大廈 (WC713)	伊利莎伯大厦 (WC713)
伊利莎伯大廈 (WC720)	伊利莎伯大厦 (WC720)
伍若瑜健康院 (WT530)	伍若瑜健康院 (WT530)
佛教志蓮小學 (TK115)	佛教志莲小学 (TK115)
元朗公園總站 (YL951)	元朗公园总站 (YL951)
元朗公園總站 (YL952)	元朗公园总站 (YL952)
元朗公園總站 (YL953)	元朗公园总站 (YL953)
元朗公園總站 (YL954)	元朗公园总站 (YL954)
元洲街北河街 (SS167)	元洲街北河街 (SS167)
兆山苑柳景閣 (TM435)	兆山苑柳景阁 (TM435)
兆山苑柳景閣 (TM436)	兆山苑柳景阁 (TM436)
兆山苑椰景閣 (TM652)	兆山苑椰景阁 (TM652)
兆山苑椰景閣 (TM653)	兆山苑椰景阁 (TM653)
兆康站(北) (TM906)	兆康站(北) (TM906)
兆康站(南) (TM910)	兆康站(南) (TM910)
兆康站(南) (TM911)	兆康站(南) (TM911)
兆康站(南) (TM912)	兆康站(南) (TM912)
兆康苑兆賢閣 (TM529)	兆康苑兆贤阁 (TM529)
兆康苑兆賢閣 (TM530)	兆康苑兆贤阁 (TM530)
兆麟政府大樓 (TM236)	兆麟政府大楼 (TM236)
光板田村一段 (TW751)	光板田村一段 (TW751)
光板田村一段 (TW781)	光板田村一段 (TW781)
光板田村二段 (TW752)	光板田村二段 (TW752)
光板田村二段 (TW780)	光板田村二段 (TW780)
光板田村四段 (TW778)	光板田村四段 (TW778)
入境事務大樓 (WC201)	入境事务大楼 (WC201)
八鄉少訊中心 (YL335)	八乡少讯中心 (YL335)
八鄉少訊中心 (YL601)	八乡少讯中心 (YL601)
利安巴士總站 (MA970)	利安巴士总站 (MA970)
利安巴士總站 (MA971)	利安巴士总站 (MA971)
利安巴士總站 (MA972)	利安巴士总站 (MA972)
利安巴士總站 (MA973)	利安巴士总站 (MA973)
勵德邨勵潔樓 (ED620)	励德邨励洁楼 (ED620)
勵德邨德全樓 (ED265)	励德邨德全楼 (ED265)
勵德邨邨榮樓 (ED621)	励德邨邨荣楼 (ED621)
北區公園北門 (ND453)	北区公园北门 (ND453)
北區公園南門 (ND178)	北区公园南门 (ND178)
北區公園南門 (ND179)	北区公园南门 (ND179)
北大嶼山醫院 (TC180)	北大屿山医院 (TC180)
北潭凹管理站 (SK192)	北潭凹管理站 (SK192)
北潭凹管理站 (SK404)	北潭凹管理站 (SK404)
北角官立小學 (ED352)	北角官立小学 (ED352)
北角官立小學 (ED554)	北角官立小学 (ED554)
南山邨南安樓 (SS568)	南山邨南安楼 (SS568)
南山邨南泰樓 (SS569)	南山邨南泰楼 (SS569)
博康巴士總站 (ST961)	博康巴士总站 (ST961)
博康巴士總站 (ST962)	博康巴士总站 (ST962)
博康巴士總站 (ST963)	博康巴士总站 (ST963)
博康巴士總站 (ST964)	博康巴士总站 (ST964)
博康邨博泰樓 (ST656)	博康邨博泰楼 (ST656)
告士打道維園 (WC202)	告士打道维园 (WC202)
和合石和興村 (ND205)	和合石和兴村 (ND205)
啟德巴士總站 (KA910)	启德巴士总站 (KA910)
啟德郵輪碼頭 (KA900)	启德邮轮码头 (KA900)
嘉湖海逸酒店 (TN232)	嘉湖海逸酒店 (TN232)
國瑞路河背村 (KW350)	国瑞路河背村 (KW350)
圓玄學院總站 (TW895)	圆玄学院总站 (TW895)
土瓜灣上鄉道 (KC727)	土瓜湾上乡道 (KC727)
土瓜灣天光道 (KC186)	土瓜湾天光道 (KC186)
土瓜灣天光道 (KC187)	土瓜湾天光道 (KC187)
土瓜灣落山道 (KC182)	土瓜湾落山道 (KC182)
土瓜灣落山道 (KC183)	土瓜湾落山道 (KC183)
大圍轉車站 - 新翠邨新明樓	大围转车站 - 新翠邨新明楼
大坑東遊樂場 (SS143)	大坑东游乐场 (SS143)
大坑東遊樂場 (SS147)	大坑东游乐场 (SS147)
大坑東遊樂場 (SS565)	大坑东游乐场 (SS565)
大埔三門仔路 (TP626)	大埔三门仔路 (TP626)
大埔三門仔路 (TP731)	大埔三门仔路 (TP731)
大埔中心總站 (TP900)	大埔中心总站 (TP900)
大埔中心總站 (TP901)	大埔中心总站 (TP901)
大埔中心總站 (TP902)	大埔中心总站 (TP902)
大埔中心總站 (TP903)	大埔中心总站 (TP903)
大埔中心總站 (TP904)	大埔中心总站 (TP904)
大埔中心總站 (TP905)	大埔中心总站 (TP905)
大埔中心總站 (TP906)	大埔中心总站 (TP906)
大埔中心總站 (TP908)	大埔中心总站 (TP908)
大埔中心總站 (TP909)	大埔中心总站 (TP909)
大埔中心總站 (TP910)	大埔中心总站 (TP910)
大埔中心總站 (TP911)	大埔中心总站 (TP911)
大埔中心總站 (TP912)	大埔中心总站 (TP912)
大埔中心總站 (TP913)	大埔中心总站 (TP913)
大埔中心總站 (TP914)	大埔中心总站 (TP914)
大埔公眾泳池 (TP245)	大埔公众泳池 (TP245)
大埔公眾泳池 (TP246)	大埔公众泳池 (TP246)
大埔政府合署 (TP610)	大埔政府合署 (TP610)
大埔政府合署 (TP611)	大埔政府合署 (TP611)
大埔文娛中心 (TP538)	大埔文娱中心 (TP538)
大埔文娛中心 (TP539)	大埔文娱中心 (TP539)
大埔東消防局 (TP623)	大埔东消防局 (TP623)
大埔海濱公園 (TP600)	大埔海滨公园 (TP600)
大埔海濱公園 (TP685)	大埔海滨公园 (TP685)
大埔海濱公園 (TP780)	大埔海滨公园 (TP780)
大埔舊墟公園 (TP316)	大埔旧墟公园 (TP316)
大埔運頭角里 (TP568)	大埔运头角里 (TP568)
大埔運頭角里 (TP569)	大埔运头角里 (TP569)
大埔道北河街 (SS302)	大埔道北河街 (SS302)
大埔道北河街 (SS744)	大埔道北河街 (SS744)
大埔道眺望處 (TA310)	大埔道眺望处 (TA310)
大埔道眺望處 (TA738)	大埔道眺望处 (TA738)
大埔鄉事會街 (TP290)	大埔乡事会街 (TP290)
大涌道福來邨 (TW323)	大涌道福来邨 (TW323)
大涌道福來邨 (TW324)	大涌道福来邨 (TW324)
大涌道福來邨 (TW325)	大涌道福来邨 (TW325)
大涌道福來邨 (TW542)	大涌道福来邨 (TW542)
大涌道福來邨 (TW543)	大涌道福来邨 (TW543)
大角咀中匯街 (MK296)	大角咀中汇街 (MK296)
大赤沙消防局 (TK320)	大赤沙消防局 (TK320)
天主教海星堂 (ED519)	天主教海星堂 (ED519)
天城路麗湖居 (TN600)	天城路丽湖居 (TN600)
天城路麗湖居 (TN601)	天城路丽湖居 (TN601)
天富苑欣富閣 (TN502)	天富苑欣富阁 (TN502)
天富苑欣富閣 (TN503)	天富苑欣富阁 (TN503)
天富苑能富閣 (TN280)	天富苑能富阁 (TN280)
天富苑能富閣 (TN281)	天富苑能富阁 (TN281)
天平邨天怡樓 (ND335)	天平邨天怡楼 (ND335)
天平邨天明樓 (ND244)	天平邨天明楼 (ND244)
天晴邨晴彩樓 (TN552)	天晴邨晴彩楼 (TN552)
天晴邨晴碧樓 (TN522)	天晴邨晴碧楼 (TN522)
天晴邨晴雲樓 (TN252)	天晴邨晴云楼 (TN252)
天晴邨晴雲樓 (TN253)	天晴邨晴云楼 (TN253)
天水圍市中心 (TN940)	天水围市中心 (TN940)
天水圍市中心 (TN941)	天水围市中心 (TN941)
天水圍市中心 (TN942)	天水围市中心 (TN942)
天水圍市中心 (TN943)	天水围市中心 (TN943)
天水圍市中心 (TN944)	天水围市中心 (TN944)
天水圍市中心 (TN945)	天水围市中心 (TN945)
天水圍石埗路 (YL615)	天水围石埗路 (YL615)
天水圍站總站 (TN910)	天水围站总站 (TN910)
天水圍站總站 (TN911)	天水围站总站 (TN911)
天水圍運動場 (TN213)	天水围运动场 (TN213)
天耀邨耀民樓 (TN580)	天耀邨耀民楼 (TN580)
天耀邨耀民樓 (TN581)	天耀邨耀民楼 (TN581)
天耀邨耀民樓 (TN582)	天耀邨耀民楼 (TN582)
天耀邨耀民樓 (TN583)	天耀邨耀民楼 (TN583)
天耀邨耀盛樓 (TN570)	天耀邨耀盛楼 (TN570)
天耀邨耀盛樓 (TN571)	天耀邨耀盛楼 (TN571)
天耀邨耀盛樓 (TN572)	天耀邨耀盛楼 (TN572)
天耀邨耀豐樓 (TN230)	天耀邨耀丰楼 (TN230)
天耀邨耀豐樓 (TN231)	天耀邨耀丰楼 (TN231)
天華路美湖居 (TN270)	天华路美湖居 (TN270)
天逸邨逸洋樓 (TN520)	天逸邨逸洋楼 (TN520)
天逸邨逸洋樓 (TN521)	天逸邨逸洋楼 (TN521)
天逸邨逸潭樓 (TN500)	天逸邨逸潭楼 (TN500)
天逸邨逸潭樓 (TN501)	天逸邨逸潭楼 (TN501)
天頌苑頌棋閣 (TN271)	天颂苑颂棋阁 (TN271)
天頌苑頌棋閣 (TN272)	天颂苑颂棋阁 (TN272)
太古廣場三座 (WC698)	太古广场三座 (WC698)
太和邨亨和樓 (TP392)	太和邨亨和楼 (TP392)
太和邨亨和樓 (TP393)	太和邨亨和楼 (TP393)
太平工業中心 (TP615)	太平工业中心 (TP615)
太平工業中心 (TP616)	太平工业中心 (TP616)
如心廣場巴士總站 (落客站)	如心广场巴士总站 (落客站)
安蔭巴士總站 (KW960)	安荫巴士总站 (KW960)
安蔭巴士總站 (KW961)	安荫巴士总站 (KW961)
安蔭巴士總站 (KW962)	安荫巴士总站 (KW962)
安蔭巴士總站 (KW963)	安荫巴士总站 (KW963)
安蔭邨豐蔭樓 (KW345)	安荫邨丰荫楼 (KW345)
富亨邨亨榮樓 (TP402)	富亨邨亨荣楼 (TP402)
富亨邨亨榮樓 (TP403)	富亨邨亨荣楼 (TP403)
富亨邨亨裕樓 (TP372)	富亨邨亨裕楼 (TP372)
富亨邨亨裕樓 (TP373)	富亨邨亨裕楼 (TP373)
富健花園　　 (TM430)	富健花园　　 (TM430)
富安巴士總站 (MA901)	富安巴士总站 (MA901)
富安巴士總站 (MA905)	富安巴士总站 (MA905)
富蝶邨斑蝶樓 (TP370)	富蝶邨斑蝶楼 (TP370)
富蝶邨斑蝶樓 (TP371)	富蝶邨斑蝶楼 (TP371)
富豪東方酒店 (KC415)	富豪东方酒店 (KC415)
富豪機場酒店 (CL310)	富豪机场酒店 (CL310)
寧波第二中學 (KT170)	宁波第二中学 (KT170)
寧波第二中學 (KT295)	宁波第二中学 (KT295)
寧波第二中學 (KT296)	宁波第二中学 (KT296)
寧波第二中學 (KT504)	宁波第二中学 (KT504)
寶林邨寶儉樓 (TK140)	宝林邨宝俭楼 (TK140)
寶達巴士總站 (KT964)	宝达巴士总站 (KT964)
寶達巴士總站 (KT965)	宝达巴士总站 (KT965)
寶達巴士總站 (KT966)	宝达巴士总站 (KT966)
寶達巴士總站 (KT967)	宝达巴士总站 (KT967)
寶達邨轉車站 (KT190)	宝达邨转车站 (KT190)
寶達邨轉車站 (KT191)	宝达邨转车站 (KT191)
寶達邨轉車站 (KT458)	宝达邨转车站 (KT458)
寶達邨轉車站 (KT459)	宝达邨转车站 (KT459)
寶達邨轉車站 (KT460)	宝达邨转车站 (KT460)
將軍澳游泳池 (TK150)	将军澳游泳池 (TK150)
將軍澳游泳池 (TK485)	将军澳游泳池 (TK485)
小欖 澄麗路 (TM208)	小榄 澄丽路 (TM208)
小欖 澄麗路 (TM327)	小榄 澄丽路 (TM327)
小瀝源消防局 (ST316)	小沥源消防局 (ST316)
小西灣運動場 (ED391)	小西湾运动场 (ED391)
小西灣運動場 (ED392)	小西湾运动场 (ED392)
尖沙咀德成街 (YT554)	尖沙咀德成街 (YT554)
尖沙咀德成街 (YT555)	尖沙咀德成街 (YT555)
尖沙咀德成街 (YT556)	尖沙咀德成街 (YT556)
尖沙咀東總站 (YT930)	尖沙咀东总站 (YT930)
尖沙咀東總站 (YT931)	尖沙咀东总站 (YT931)
尖沙咀東總站 (YT932)	尖沙咀东总站 (YT932)
尖沙咀東總站 (YT933)	尖沙咀东总站 (YT933)
尖沙咀東總站 (YT934)	尖沙咀东总站 (YT934)
尖沙咀東總站 (YT935)	尖沙咀东总站 (YT935)
尖沙咀麼地道 (YT220)	尖沙咀么地道 (YT220)
尖沙咀麼地道 (YT221)	尖沙咀么地道 (YT221)
尖沙咀麼地道 (YT623)	尖沙咀么地道 (YT623)
尖沙咀麼地道 (YT624)	尖沙咀么地道 (YT624)
屯門中央廣場 (TM689)	屯门中央广场 (TM689)
屯門官立中學 (TM136)	屯门官立中学 (TM136)
屯門官立中學 (TM137)	屯门官立中学 (TM137)
屯門官立中學 (TM730)	屯门官立中学 (TM730)
屯門官立中學 (TM731)	屯门官立中学 (TM731)
屯門屯仁街 (TM718a)	屯门屯仁街 (TM718a)
屯門碼頭總站 (TM462)	屯门码头总站 (TM462)
屯門碼頭總站 (TM881)	屯门码头总站 (TM881)
屯門碼頭總站 (TM882)	屯门码头总站 (TM882)
屯門碼頭總站 (TM883)	屯门码头总站 (TM883)
屯門赤鱲角隧道轉車站(T1)	屯门赤鱲角隧道转车站(T1)
山景邨景麗樓 (TM574)	山景邨景丽楼 (TM574)
常樂街冠暉苑 (KC297)	常乐街冠晖苑 (KC297)
常樂街冠暉苑 (KC506)	常乐街冠晖苑 (KC506)
康寧道 公園 (KT243)	康宁道 公园 (KT243)
康寧道遊樂場 (KT242)	康宁道游乐场 (KT242)
廣源巴士總站 (ST880)	广源巴士总站 (ST880)
廣源巴士總站 (ST881)	广源巴士总站 (ST881)
廣源巴士總站 (ST882)	广源巴士总站 (ST882)
廣源巴士總站 (ST883)	广源巴士总站 (ST883)
廣源巴士總站 (ST884)	广源巴士总站 (ST884)
廣源邨廣柏樓 (ST600)	广源邨广柏楼 (ST600)
廣源邨廣柏樓 (ST601)	广源邨广柏楼 (ST601)
廣源邨廣柏樓 (ST602)	广源邨广柏楼 (ST602)
廣源邨廣榕樓 (ST620)	广源邨广榕楼 (ST620)
廣源邨廣榕樓 (ST621)	广源邨广榕楼 (ST621)
廣源邨廣榕樓 (ST622)	广源邨广榕楼 (ST622)
廣福道轉車站 (TP276)	广福道转车站 (TP276)
廣福道轉車站 (TP278)	广福道转车站 (TP278)
廣福道轉車站 (TP279)	广福道转车站 (TP279)
廣福道轉車站 (TP564)	广福道转车站 (TP564)
廣福道轉車站 (TP565)	广福道转车站 (TP565)
廣福道轉車站 (TP566)	广福道转车站 (TP566)
廣福道轉車站 (TP567)	广福道转车站 (TP567)
廣福邨廣智樓 (TP383)	广福邨广智楼 (TP383)
建生邨樂生樓 (TM375)	建生邨乐生楼 (TM375)
建生邨樂生樓 (TM376)	建生邨乐生楼 (TM376)
建生邨樂生樓 (TM560)	建生邨乐生楼 (TM560)
建生邨樂生樓 (TM561)	建生邨乐生楼 (TM561)
彩蒲苑彩碧閣 (ND105)	彩蒲苑彩碧阁 (ND105)
彩蒲苑彩碧閣 (ND432)	彩蒲苑彩碧阁 (ND432)
彩蒲苑彩顏閣 (ND436)	彩蒲苑彩颜阁 (ND436)
彩虹道遊樂場 (WT548)	彩虹道游乐场 (WT548)
彩虹道遊樂場 (WT549)	彩虹道游乐场 (WT549)
彩虹道遊樂場 (WT550)	彩虹道游乐场 (WT550)
往富善/富亨/富蝶(循環線)	往富善/富亨/富蝶(循环线)
往屯門公路轉車站(九龍方向)	往屯门公路转车站(九龙方向)
往屯門公路轉車站- 市區方向	往屯门公路转车站- 市区方向
往長沙灣(海達邨)(循環線)	往长沙湾(海达邨)(循环线)
循道衛理大廈 (WC675)	循道卫理大厦 (WC675)
德朗邨停車場 (KA122)	德朗邨停车场 (KA122)
德朗邨停車場 (KA511)	德朗邨停车场 (KA511)
德福花園總站 (KT910)	德福花园总站 (KT910)
怡雅苑怡禮閣 (TP330)	怡雅苑怡礼阁 (TP330)
恆安巴士總站 (MA920)	恒安巴士总站 (MA920)
恆安巴士總站 (MA921)	恒安巴士总站 (MA921)
恆安巴士總站 (MA922)	恒安巴士总站 (MA922)
恆安巴士總站 (MA923)	恒安巴士总站 (MA923)
恒生銀行總行 (CW143)	恒生银行总行 (CW143)
悅湖山莊總站 (TM640)	悦湖山庄总站 (TM640)
慕光英文書院 (KT280)	慕光英文书院 (KT280)
掃管笏變電站 (TM362)	扫管笏变电站 (TM362)
摩士公園泳池 (WT719)	摩士公园泳池 (WT719)
摩士公園泳池 (WT720)	摩士公园泳池 (WT720)
摩士公園泳池 (WT721)	摩士公园泳池 (WT721)
摩士第二公園 (WT571)	摩士第二公园 (WT571)
摩士露天劇場 (WT117)	摩士露天剧场 (WT117)
攸壆路簡約公屋 (北) 總站	攸壆路简约公屋 (北) 总站
攸壆路簡約公屋 (南) 總站	攸壆路简约公屋 (南) 总站
救世軍荔景院 (KW286)	救世军荔景院 (KW286)
斧山道運動場 (WT365)	斧山道运动场 (WT365)
新屋嶺練靶場 (ND221)	新屋岭练靶场 (ND221)
新屋嶺練靶場 (ND465)	新屋岭练靶场 (ND465)
新翠巴士總站 (TA920)	新翠巴士总站 (TA920)
新翠巴士總站 (TA921)	新翠巴士总站 (TA921)
新蒲崗四美街 (WT332)	新蒲岗四美街 (WT332)
新蒲崗四美街 (WT333)	新蒲岗四美街 (WT333)
新蒲崗四美街 (WT334)	新蒲岗四美街 (WT334)
新蒲崗四美街 (WT335)	新蒲岗四美街 (WT335)
新蒲崗四美街 (WT540)	新蒲岗四美街 (WT540)
新蒲崗四美街 (WT541)	新蒲岗四美街 (WT541)
新蒲崗四美街 (WT542)	新蒲岗四美街 (WT542)
新蒲崗四美街 (WT543)	新蒲岗四美街 (WT543)
新蒲崗四美街 (WT544)	新蒲岗四美街 (WT544)
新蒲崗大有街 (WT330)	新蒲岗大有街 (WT330)
新蒲崗大有街 (WT331)	新蒲岗大有街 (WT331)
新蒲崗大有街 (WT545)	新蒲岗大有街 (WT545)
新蒲崗寧遠街 (WT554)	新蒲岗宁远街 (WT554)
新蒲崗寧遠街 (WT555)	新蒲岗宁远街 (WT555)
新蒲崗寧遠街 (WT556)	新蒲岗宁远街 (WT556)
新蒲崗寧遠街 (WT557)	新蒲岗宁远街 (WT557)
新蒲崗衍慶街 (WT551)	新蒲岗衍庆街 (WT551)
新蒲崗衍慶街 (WT552)	新蒲岗衍庆街 (WT552)
